"id";"k_wil";"nama_sls";"rt";"art";"validasi";"perlakuan";"cek";"catatan"
"28629";"1206052010000200";"DUSUN HARILOGOAN";"25";"2";"5 GURU HONOR SD";"Cek kesesuaian kode Lapangan pekerjaan dengan deskripsi pekerjaan, jika tidak tepat perbaiki di dokumen dan di entrian";"sudah";NULL
"28630";"1206052010000200";"DUSUN HARILOGOAN";"88";"1";"5 POLISI";"Cek kesesuaian kode Lapangan pekerjaan dengan deskripsi pekerjaan, jika tidak tepat perbaiki di dokumen dan di entrian";"sudah";NULL
"28631";"1206060001000500";"DUSUN 5";"43";"1";"1 PETANI JAGUNG";"Cek kesesuaian kode Lapangan pekerjaan dengan deskripsi pekerjaan, jika tidak tepat perbaiki di dokumen dan di entrian";"sudah";NULL
"28632";"1206060003000100";"DUSUN 1";"41";"1";"5 POLISI";"Cek kesesuaian kode Lapangan pekerjaan dengan deskripsi pekerjaan, jika tidak tepat perbaiki di dokumen dan di entrian";"sudah";NULL
"28633";"1206060006000100";"DUSUN 1";"70";"5";"1 PERTANIAN PADI SAWAH";"Cek kesesuaian kode Lapangan pekerjaan dengan deskripsi pekerjaan, jika tidak tepat perbaiki di dokumen dan di entrian";"sudah";NULL
"28634";"1206060012000500";"DUSUN 5";"23";"1";"5 PEGAWAI NEGERI";"Cek kesesuaian kode Lapangan pekerjaan dengan deskripsi pekerjaan, jika tidak tepat perbaiki di dokumen dan di entrian";"sudah";NULL
"28635";"1206060021000100";"DUSUN 1";"47";"2";"16 SIMPAN PINJAM UANG";"Cek kesesuaian kode Lapangan pekerjaan dengan deskripsi pekerjaan, jika tidak tepat perbaiki di dokumen dan di entrian";"sudah";NULL
"28636";"1206060021000100";"DUSUN 1";"48";"1";"9 KARYAWAN PLN";"Cek kesesuaian kode Lapangan pekerjaan dengan deskripsi pekerjaan, jika tidak tepat perbaiki di dokumen dan di entrian";"sudah";NULL
"28637";"1206060021000300";"DUSUN 3";"3";"1";"16 SATPAM BANK";"Cek kesesuaian kode Lapangan pekerjaan dengan deskripsi pekerjaan, jika tidak tepat perbaiki di dokumen dan di entrian";"sudah";NULL
"28638";"1206060028000100";"DUSUN 1";"7";"2";"5 PERANGKAT DESA";"Cek kesesuaian kode Lapangan pekerjaan dengan deskripsi pekerjaan, jika tidak tepat perbaiki di dokumen dan di entrian";"sudah";NULL
"28639";"1206060029000100";"DUSUN 1";"11";"2";"5 PERANGKAT DESA";"Cek kesesuaian kode Lapangan pekerjaan dengan deskripsi pekerjaan, jika tidak tepat perbaiki di dokumen dan di entrian";"sudah";NULL
"28640";"1206061001000400";"LINGKUNGAN 4";"9";"1";"1 PNS GURU";"Cek kesesuaian kode Lapangan pekerjaan dengan deskripsi pekerjaan, jika tidak tepat perbaiki di dokumen dan di entrian";"sudah";NULL
"28641";"1206061001000400";"LINGKUNGAN 4";"13";"2";"24 PELAYAN GEREJA";"Cek kesesuaian kode Lapangan pekerjaan dengan deskripsi pekerjaan, jika tidak tepat perbaiki di dokumen dan di entrian";"sudah";NULL
"28642";"1206061001000400";"LINGKUNGAN 4";"16";"1";"18 PENDETA";"Cek kesesuaian kode Lapangan pekerjaan dengan deskripsi pekerjaan, jika tidak tepat perbaiki di dokumen dan di entrian";"sudah";NULL
"28643";"1206061001000400";"LINGKUNGAN 4";"24";"2";"1 GURU PNS";"Cek kesesuaian kode Lapangan pekerjaan dengan deskripsi pekerjaan, jika tidak tepat perbaiki di dokumen dan di entrian";"sudah";NULL
"28644";"1206061003000100";"DUSUN 1";"6";"1";"24 ANGGOTA DPRD TOBA";"Cek kesesuaian kode Lapangan pekerjaan dengan deskripsi pekerjaan, jika tidak tepat perbaiki di dokumen dan di entrian";"sudah";NULL
"28645";"1206061003000400";"DUSUN 4";"32";"1";"9 KARYAWAN ASAHAN Â ";"Cek kesesuaian kode Lapangan pekerjaan dengan deskripsi pekerjaan, jika tidak tepat perbaiki di dokumen dan di entrian";"sudah";NULL
"28646";"1206061006000100";"DUSUN 1";"13";"1";"24 BIDANG PENYULUHAN PERTANIA TOBA (PNS)";"Cek kesesuaian kode Lapangan pekerjaan dengan deskripsi pekerjaan, jika tidak tepat perbaiki di dokumen dan di entrian";"sudah";NULL
"28647";"1206070010000300";"DUSUN 3";"35";"2";"5 BETERNAK BABI";"Cek kesesuaian kode Lapangan pekerjaan dengan deskripsi pekerjaan, jika tidak tepat perbaiki di dokumen dan di entrian";"sudah";NULL
"28648";"1206070010000300";"DUSUN 3";"110";"1";"24 PENGACARA";"Cek kesesuaian kode Lapangan pekerjaan dengan deskripsi pekerjaan, jika tidak tepat perbaiki di dokumen dan di entrian";"sudah";NULL
"28649";"1206070010000300";"DUSUN 3";"113";"1";"9 KARYAWAN PLN (BUMN)";"Cek kesesuaian kode Lapangan pekerjaan dengan deskripsi pekerjaan, jika tidak tepat perbaiki di dokumen dan di entrian";"sudah";NULL
"28650";"1206070011000100";"DUSUN 1";"60";"3";"9 KARYAWAN INALUM";"Cek kesesuaian kode Lapangan pekerjaan dengan deskripsi pekerjaan, jika tidak tepat perbaiki di dokumen dan di entrian";"sudah";NULL
"28651";"1206070011000100";"DUSUN 1";"98";"1";"9 KARYAWAN INALUM";"Cek kesesuaian kode Lapangan pekerjaan dengan deskripsi pekerjaan, jika tidak tepat perbaiki di dokumen dan di entrian";"sudah";NULL
"28652";"1206070011000100";"DUSUN 1";"102";"4";"16 KARYAWAN BRI";"Cek kesesuaian kode Lapangan pekerjaan dengan deskripsi pekerjaan, jika tidak tepat perbaiki di dokumen dan di entrian";"sudah";NULL
"28653";"1206070011000100";"DUSUN 1";"195";"1";"9 KARYAWAN INALUM";"Cek kesesuaian kode Lapangan pekerjaan dengan deskripsi pekerjaan, jika tidak tepat perbaiki di dokumen dan di entrian";"sudah";NULL
"28654";"1206070014000200";"DUSUN 2";"27";"3";"16 PEGAWAI BANK";"Cek kesesuaian kode Lapangan pekerjaan dengan deskripsi pekerjaan, jika tidak tepat perbaiki di dokumen dan di entrian";"sudah";NULL
"28655";"1206070026000100";"LINGKUNGAN 1";"77";"3";"16 PEGAWAI BANK BRI";"Cek kesesuaian kode Lapangan pekerjaan dengan deskripsi pekerjaan, jika tidak tepat perbaiki di dokumen dan di entrian";"sudah";NULL
"28656";"1206070026000200";"LINGKUNGAN 2";"97";"3";"18 POLRES";"Cek kesesuaian kode Lapangan pekerjaan dengan deskripsi pekerjaan, jika tidak tepat perbaiki di dokumen dan di entrian";"sudah";NULL
"28657";"1206070026000200";"LINGKUNGAN 2";"91";"3";"18 POLISI";"Cek kesesuaian kode Lapangan pekerjaan dengan deskripsi pekerjaan, jika tidak tepat perbaiki di dokumen dan di entrian";"sudah";NULL
"28658";"1206070026000400";"LINGKUNGAN 4";"22";"1";"18 POLISI";"Cek kesesuaian kode Lapangan pekerjaan dengan deskripsi pekerjaan, jika tidak tepat perbaiki di dokumen dan di entrian";"belum";NULL
"28659";"1206070026000400";"LINGKUNGAN 4";"31";"1";"6 DINAS PERTANIAN PNS";"Cek kesesuaian kode Lapangan pekerjaan dengan deskripsi pekerjaan, jika tidak tepat perbaiki di dokumen dan di entrian";"belum";NULL
"28660";"1206070027000100";"LINGKUNGAN 1";"104";"1";"12 STAFF TU SMP NEGERI";"Cek kesesuaian kode Lapangan pekerjaan dengan deskripsi pekerjaan, jika tidak tepat perbaiki di dokumen dan di entrian";"sudah";NULL
"28661";"1206070027000200";"LINGKUNGAN 2";"156";"1";"11 PNS PEMKAB TOBA";"Cek kesesuaian kode Lapangan pekerjaan dengan deskripsi pekerjaan, jika tidak tepat perbaiki di dokumen dan di entrian";"sudah";NULL
"28662";"1206070028000200";"DUSUN 2";"141";"1";"9 PLN";"Cek kesesuaian kode Lapangan pekerjaan dengan deskripsi pekerjaan, jika tidak tepat perbaiki di dokumen dan di entrian";"sudah";NULL
"28663";"1206070037000200";"DUSUN 2";"24";"2";"1 KEPALA SEKOLAH";"Cek kesesuaian kode Lapangan pekerjaan dengan deskripsi pekerjaan, jika tidak tepat perbaiki di dokumen dan di entrian";"sudah";NULL
"28664";"1206070040000200";"DUSUN 2";"88";"1";"9 KARYAWAN BUMN INALUM";"Cek kesesuaian kode Lapangan pekerjaan dengan deskripsi pekerjaan, jika tidak tepat perbaiki di dokumen dan di entrian";"sudah";NULL
"28665";"1206072001000100";"DUSUN 1";"58";"1";"23 PNS DI DINAS PARAWISATA";"Cek kesesuaian kode Lapangan pekerjaan dengan deskripsi pekerjaan, jika tidak tepat perbaiki di dokumen dan di entrian";"sudah";NULL
"28666";"1206072001000300";"DUSUN 3";"8";"1";"9 KARYAWAN PLN PNS";"Cek kesesuaian kode Lapangan pekerjaan dengan deskripsi pekerjaan, jika tidak tepat perbaiki di dokumen dan di entrian";"sudah";NULL
"28667";"1206072001000300";"DUSUN 3";"17";"2";"16 KARYAWAN BANK BRI";"Cek kesesuaian kode Lapangan pekerjaan dengan deskripsi pekerjaan, jika tidak tepat perbaiki di dokumen dan di entrian";"sudah";NULL
"28668";"1206072001000300";"DUSUN 3";"20";"1";"15 KARYAWAN KANTOR POS";"Cek kesesuaian kode Lapangan pekerjaan dengan deskripsi pekerjaan, jika tidak tepat perbaiki di dokumen dan di entrian";"sudah";NULL
"28669";"1206072001000300";"DUSUN 3";"21";"1";"9 PNS PLN";"Cek kesesuaian kode Lapangan pekerjaan dengan deskripsi pekerjaan, jika tidak tepat perbaiki di dokumen dan di entrian";"sudah";NULL
"28670";"1206072001000300";"DUSUN 3";"31";"2";"10 PEGAWAI BUMD (PAM)";"Cek kesesuaian kode Lapangan pekerjaan dengan deskripsi pekerjaan, jika tidak tepat perbaiki di dokumen dan di entrian";"sudah";NULL
"28671";"1206072001000300";"DUSUN 3";"82";"1";"16 PEGAWAI BANK BUMD";"Cek kesesuaian kode Lapangan pekerjaan dengan deskripsi pekerjaan, jika tidak tepat perbaiki di dokumen dan di entrian";"sudah";NULL
"28672";"1206072001000300";"DUSUN 3";"82";"2";"2 PNS PUSKESMAS";"Cek kesesuaian kode Lapangan pekerjaan dengan deskripsi pekerjaan, jika tidak tepat perbaiki di dokumen dan di entrian";"sudah";NULL
"28673";"1206072006000300";"DUSUN 3";"27";"1";"13 SUPIR DI BANK BNI";"Cek kesesuaian kode Lapangan pekerjaan dengan deskripsi pekerjaan, jika tidak tepat perbaiki di dokumen dan di entrian";"sudah";NULL
"28674";"1206072008000100";"DUSUN 1";"79";"2";"1 PNS GURU";"Cek kesesuaian kode Lapangan pekerjaan dengan deskripsi pekerjaan, jika tidak tepat perbaiki di dokumen dan di entrian";"sudah";NULL
"28675";"1206072009000200";"DUSUN 2";"2";"1";"18 POLRI";"Cek kesesuaian kode Lapangan pekerjaan dengan deskripsi pekerjaan, jika tidak tepat perbaiki di dokumen dan di entrian";"sudah";NULL
"28676";"1206072014000300";"DUSUN 3";"2";"1";"5 PERANGKAT DESA";"Cek kesesuaian kode Lapangan pekerjaan dengan deskripsi pekerjaan, jika tidak tepat perbaiki di dokumen dan di entrian";"sudah";NULL
"28677";"1206073004000100";"DUSUN 001";"33";"2";"3 GURU SD PNS";"Cek kesesuaian kode Lapangan pekerjaan dengan deskripsi pekerjaan, jika tidak tepat perbaiki di dokumen dan di entrian";"sudah";NULL
"28678";"1206073004000100";"DUSUN 001";"62";"2";"5 GURU PNS SMK";"Cek kesesuaian kode Lapangan pekerjaan dengan deskripsi pekerjaan, jika tidak tepat perbaiki di dokumen dan di entrian";"sudah";NULL
"28679";"1206073005000200";"DUSUN 2";"255";"2";"5 BIDAN PUSKESMAS PNS";"Cek kesesuaian kode Lapangan pekerjaan dengan deskripsi pekerjaan, jika tidak tepat perbaiki di dokumen dan di entrian";"sudah";NULL
"28680";"1206073005000200";"DUSUN 2";"75";"2";"18 PNS FARMASI";"Cek kesesuaian kode Lapangan pekerjaan dengan deskripsi pekerjaan, jika tidak tepat perbaiki di dokumen dan di entrian";"sudah";NULL
"28681";"1206073005000200";"DUSUN 2";"297";"2";"2 PNS";"Cek kesesuaian kode Lapangan pekerjaan dengan deskripsi pekerjaan, jika tidak tepat perbaiki di dokumen dan di entrian";"sudah";NULL
"28682";"1206073006000100";"DUSUN 1";"18";"1";"11 PEMBORONG BANGUNAN DI TPL";"Cek kesesuaian kode Lapangan pekerjaan dengan deskripsi pekerjaan, jika tidak tepat perbaiki di dokumen dan di entrian";"sudah";NULL
"28683";"1206073006000200";"DUSUN 2";"32";"2";"16 UNIT PELAKSANA KEGIATAN";"Cek kesesuaian kode Lapangan pekerjaan dengan deskripsi pekerjaan, jika tidak tepat perbaiki di dokumen dan di entrian";"sudah";NULL
"28684";"1206073009000100";"DUSUN 1";"38";"1";"5 GURU SDN";"Cek kesesuaian kode Lapangan pekerjaan dengan deskripsi pekerjaan, jika tidak tepat perbaiki di dokumen dan di entrian";"sudah";NULL
"28685";"1206073009000200";"DUSUN 2";"80";"2";"1 MENGOLAH LAHAN PADI SAWAH";"Cek kesesuaian kode Lapangan pekerjaan dengan deskripsi pekerjaan, jika tidak tepat perbaiki di dokumen dan di entrian";"sudah";NULL
"28686";"1206073010000100";"DUSUN 1";"2";"2";"5 PNS GURU INPRES";"Cek kesesuaian kode Lapangan pekerjaan dengan deskripsi pekerjaan, jika tidak tepat perbaiki di dokumen dan di entrian";"belum";NULL
"28687";"1206073010000100";"DUSUN 1";"5";"1";"5 TNI";"Cek kesesuaian kode Lapangan pekerjaan dengan deskripsi pekerjaan, jika tidak tepat perbaiki di dokumen dan di entrian";"belum";NULL
"28688";"1206073010000100";"DUSUN 1";"131";"1";"9 KEUANGAN PT. BDSN";"Cek kesesuaian kode Lapangan pekerjaan dengan deskripsi pekerjaan, jika tidak tepat perbaiki di dokumen dan di entrian";"belum";NULL
"28689";"1206073010000400";"DUSUN 4";"16";"1";"6 PNS DINAS KEHUTANANA PROVINSI";"Cek kesesuaian kode Lapangan pekerjaan dengan deskripsi pekerjaan, jika tidak tepat perbaiki di dokumen dan di entrian";"belum";NULL
"28690";"1206073010000400";"DUSUN 4";"97";"2";"16 KARYAWAN DI BANK MANDIRI";"Cek kesesuaian kode Lapangan pekerjaan dengan deskripsi pekerjaan, jika tidak tepat perbaiki di dokumen dan di entrian";"belum";NULL
"28691";"1206080028000200";"DUSUN 2";"41";"1";"12 PENSIUN GURU PNS";"Cek kesesuaian kode Lapangan pekerjaan dengan deskripsi pekerjaan, jika tidak tepat perbaiki di dokumen dan di entrian";"sudah";NULL
"28692";"1206080028000200";"DUSUN 2";"43";"1";"1 POLISI";"Cek kesesuaian kode Lapangan pekerjaan dengan deskripsi pekerjaan, jika tidak tepat perbaiki di dokumen dan di entrian";"sudah";NULL
"28693";"1206080028000200";"DUSUN 2";"43";"2";"1 BIDAN PNS";"Cek kesesuaian kode Lapangan pekerjaan dengan deskripsi pekerjaan, jika tidak tepat perbaiki di dokumen dan di entrian";"sudah";NULL
"28694";"1206080028000200";"DUSUN 2";"85";"1";"1 GURU PNS";"Cek kesesuaian kode Lapangan pekerjaan dengan deskripsi pekerjaan, jika tidak tepat perbaiki di dokumen dan di entrian";"sudah";NULL
"28695";"1206080028000300";"DUSUN 3";"65";"1";"23 PERANGKAT DESA";"Cek kesesuaian kode Lapangan pekerjaan dengan deskripsi pekerjaan, jika tidak tepat perbaiki di dokumen dan di entrian";"sudah";NULL
"28696";"1206080029000100";"DUSUN 1";"5";"1";"1 PETANI JAGUNG";"Cek kesesuaian kode Lapangan pekerjaan dengan deskripsi pekerjaan, jika tidak tepat perbaiki di dokumen dan di entrian";"sudah";NULL
"28697";"1206080030000300";"DUSUN 3";"71";"1";"13 SUPIR PERTAMINA";"Cek kesesuaian kode Lapangan pekerjaan dengan deskripsi pekerjaan, jika tidak tepat perbaiki di dokumen dan di entrian";"sudah";NULL
"28698";"1206080031000300";"DUSUN 3";"48";"1";"12 PNS GURU SD";"Cek kesesuaian kode Lapangan pekerjaan dengan deskripsi pekerjaan, jika tidak tepat perbaiki di dokumen dan di entrian";"sudah";NULL
"28699";"1206080034000100";"DUSUN 1";"16";"2";"5 BIDAN PNS";"Cek kesesuaian kode Lapangan pekerjaan dengan deskripsi pekerjaan, jika tidak tepat perbaiki di dokumen dan di entrian";"sudah";NULL
"28700";"1206081004000200";"DUSUN 2 TONGA";"74";"2";"1 GURU SD";"Cek kesesuaian kode Lapangan pekerjaan dengan deskripsi pekerjaan, jika tidak tepat perbaiki di dokumen dan di entrian";"sudah";NULL
"28701";"1206081007000200";"DUSUN 2";"48";"2";"1 GURU SMP PNS";"Cek kesesuaian kode Lapangan pekerjaan dengan deskripsi pekerjaan, jika tidak tepat perbaiki di dokumen dan di entrian";"sudah";NULL
"28702";"1206081008000100";"DUSUN 1 PARBAGASAN";"52";"2";"1 BERTANI JAGUNG";"Cek kesesuaian kode Lapangan pekerjaan dengan deskripsi pekerjaan, jika tidak tepat perbaiki di dokumen dan di entrian";"sudah";NULL
"28703";"1206082003000300";"DUSUN 3";"24";"2";"6 KANTOR Â KEHUTANAN";"Cek kesesuaian kode Lapangan pekerjaan dengan deskripsi pekerjaan, jika tidak tepat perbaiki di dokumen dan di entrian";"sudah";NULL
"28704";"1206082009000200";"DUSUN 2";"14";"2";"13 MUALIM IHAN BATAK";"Cek kesesuaian kode Lapangan pekerjaan dengan deskripsi pekerjaan, jika tidak tepat perbaiki di dokumen dan di entrian";"sudah";NULL
"28705";"1206083001000200";"DUSUN 2";"41";"1";"18 TNI";"Cek kesesuaian kode Lapangan pekerjaan dengan deskripsi pekerjaan, jika tidak tepat perbaiki di dokumen dan di entrian";"sudah";NULL
"28706";"1206083002000100";"DUSUN 1";"45";"1";"1 POLRI";"Cek kesesuaian kode Lapangan pekerjaan dengan deskripsi pekerjaan, jika tidak tepat perbaiki di dokumen dan di entrian";"sudah";NULL
"28707";"1206083002000200";"DUSUN 2";"24";"1";"1 GURU SD";"Cek kesesuaian kode Lapangan pekerjaan dengan deskripsi pekerjaan, jika tidak tepat perbaiki di dokumen dan di entrian";"sudah";NULL
"28708";"1206083004000200";"DUSUN 2";"47";"3";"8 KARYAWAN BUMN";"Cek kesesuaian kode Lapangan pekerjaan dengan deskripsi pekerjaan, jika tidak tepat perbaiki di dokumen dan di entrian";"sudah";NULL
"28709";"1206083004000200";"DUSUN 2";"53";"1";"18 BIBELVROW";"Cek kesesuaian kode Lapangan pekerjaan dengan deskripsi pekerjaan, jika tidak tepat perbaiki di dokumen dan di entrian";"sudah";NULL
"28710";"1206083006000100";"DUSUN 1";"56";"2";"16 PEGAWAI BANK BRI";"Cek kesesuaian kode Lapangan pekerjaan dengan deskripsi pekerjaan, jika tidak tepat perbaiki di dokumen dan di entrian";"sudah";NULL
"28711";"1206083008000200";"DUSUN 2";"69";"1";"9 KARYAWAN BUMN/INALUM";"Cek kesesuaian kode Lapangan pekerjaan dengan deskripsi pekerjaan, jika tidak tepat perbaiki di dokumen dan di entrian";"sudah";NULL
"28712";"1206083008000200";"DUSUN 2";"71";"1";"8 KARYAWAN TPL";"Cek kesesuaian kode Lapangan pekerjaan dengan deskripsi pekerjaan, jika tidak tepat perbaiki di dokumen dan di entrian";"sudah";NULL
"28713";"1206083011000100";"DUSUN 1";"20";"1";"15 PEGAWAI TELKOM";"Cek kesesuaian kode Lapangan pekerjaan dengan deskripsi pekerjaan, jika tidak tepat perbaiki di dokumen dan di entrian";"sudah";NULL
"28714";"1206083011000100";"DUSUN 1";"40";"2";"5 PNS";"Cek kesesuaian kode Lapangan pekerjaan dengan deskripsi pekerjaan, jika tidak tepat perbaiki di dokumen dan di entrian";"sudah";NULL
"28715";"1206083011000100";"DUSUN 1";"38";"2";"5 PS";"Cek kesesuaian kode Lapangan pekerjaan dengan deskripsi pekerjaan, jika tidak tepat perbaiki di dokumen dan di entrian";"sudah";NULL
"28716";"1206083013000100";"DUSUN 1";"15";"1";"6 STAF DINAS KEHUTANAN";"Cek kesesuaian kode Lapangan pekerjaan dengan deskripsi pekerjaan, jika tidak tepat perbaiki di dokumen dan di entrian";"sudah";NULL
"28717";"1206030007000300";"DUSUN 3 SIMARMAR";"30";"1";"Jumlah Karyawan Dibayar 10+, tapi Omzet 1";"Cek rincian jumlah karyawan yang dibayar dan lapangan usahanya, apakah salah ketik? Kalau memang benar pekerja yang dibayar banyak tetapi omset <5juta, dokumen dikumpulkan";"sudah";NULL
"28718";"1206030019000200";"LINGKUNGAN 2";"118";"1";"Jumlah Karyawan Dibayar 10+, tapi Omzet 1";"Cek rincian jumlah karyawan yang dibayar dan lapangan usahanya, apakah salah ketik? Kalau memang benar pekerja yang dibayar banyak tetapi omset <5juta, dokumen dikumpulkan";"sudah";NULL
"28719";"1206030024000100";"DUSUN 1";"102";"2";"Jumlah Karyawan Dibayar 10+, tapi Omzet 1";"Cek rincian jumlah karyawan yang dibayar dan lapangan usahanya, apakah salah ketik? Kalau memang benar pekerja yang dibayar banyak tetapi omset <5juta, dokumen dikumpulkan";"sudah";NULL
"28720";"1206030035000200";"DUSUN 2";"76";"2";"Jumlah Karyawan Dibayar 10+, tapi Omzet 1";"Cek rincian jumlah karyawan yang dibayar dan lapangan usahanya, apakah salah ketik? Kalau memang benar pekerja yang dibayar banyak tetapi omset <5juta, dokumen dikumpulkan";"sudah";NULL
"28721";"1206040003000200";"DUSUN PASAR SIMOTUNG";"111";"1";"Jumlah Karyawan Dibayar 10+, tapi Omzet 1";"Cek rincian jumlah karyawan yang dibayar dan lapangan usahanya, apakah salah ketik? Kalau memang benar pekerja yang dibayar banyak tetapi omset <5juta, dokumen dikumpulkan";"sudah";NULL
"28722";"1206061003000300";"DUSUN 3";"44";"1";"Jumlah Karyawan Dibayar 10+, tapi Omzet 1";"Cek rincian jumlah karyawan yang dibayar dan lapangan usahanya, apakah salah ketik? Kalau memang benar pekerja yang dibayar banyak tetapi omset <5juta, dokumen dikumpulkan";"sudah";NULL
"28723";"1206061006000200";"DUSUN 2";"30";"1";"Jumlah Karyawan Dibayar 10+, tapi Omzet 1";"Cek rincian jumlah karyawan yang dibayar dan lapangan usahanya, apakah salah ketik? Kalau memang benar pekerja yang dibayar banyak tetapi omset <5juta, dokumen dikumpulkan";"sudah";NULL
"28724";"1206030007000400";"DUSUN 4 SOSOR DOLOK";"32";NULL;"Lapangan Usaha dan Status Pekerjaan Pekerja Bebas Tidak Konsisten";"cek lagi kode lapangan usaha, status pekerjaannya, apa memang sesuai dokumen dan cocok? Jika ada perbaikan, jangan lupa di dokumen juga diperbaiki";"sudah";NULL
"28725";"1206030007000400";"DUSUN 4 SOSOR DOLOK";"74";NULL;"Lapangan Usaha dan Status Pekerjaan Pekerja Bebas Tidak Konsisten";"cek lagi kode lapangan usaha, apa memang sesuai dokumen dan cocok? Jika ada perbaikan, jangan lupa di dokumen juga diperbaiki";"sudah";NULL
"28726";"1206030016000200";"DUSUN 2";"106";NULL;"Lapangan Usaha dan Status Pekerjaan Pekerja Bebas Tidak Konsisten";"cek lagi kode lapangan usaha, apa memang sesuai dokumen dan cocok? Jika ada perbaikan, jangan lupa di dokumen juga diperbaiki";"sudah";NULL
